x_p,delta_V
0.5468401744,-0.0092256909
0.5469367246,-0.0092318980
0.5470332748,-0.0092380463
0.5471298250,-0.0092441353
0.5472263751,-0.0092501649
0.5473229253,-0.0092561348
0.5474194755,-0.0092620448
0.5475160256,-0.0092678946
0.5476125758,-0.0092736838
0.5477091260,-0.0092794124
0.5478056761,-0.0092850799
0.5479022263,-0.0092906862
0.5479987765,-0.0092962310
0.5480953266,-0.0093017688
0.5481918768,-0.0093074540
0.5482884270,-0.0093130906
0.5483849771,-0.0093186783
0.5484815273,-0.0093242168
0.5485780775,-0.0093297058
0.5486746276,-0.0093351453
0.5487711778,-0.0093405347
0.5488677280,-0.0093458740
0.5489642781,-0.0093511628
0.5490608283,-0.0093564009
0.5491573785,-0.0093615880
0.5492539286,-0.0093667239
0.5493504788,-0.0093718083
0.5494470290,-0.0093768409
0.5495435791,-0.0093818215
0.5496401293,-0.0093867498
0.5497366795,-0.0093916256
0.5498332296,-0.0093964485
0.5499297798,-0.0094012185
0.5500263299,-0.0094059351
0.5501228801,-0.0094105981
0.5502194303,-0.0094152072
0.5503159804,-0.0094197623
0.5504125306,-0.0094242630
0.5505090807,-0.0094287091
0.5506056309,-0.0094331003
0.5507021811,-0.0094374364
0.5507987312,-0.0094417171
0.5508952814,-0.0094459421
0.5509918315,-0.0094501112
0.5510883817,-0.0094542241
0.5511849319,-0.0094582806
0.5512814820,-0.0094622803
0.5513780322,-0.0094662231
0.5514745823,-0.0094701087
0.5515711325,-0.0094739368
0.5516676826,-0.0094777072
0.5517642328,-0.0094815621
0.5518607830,-0.0094853783
0.5519573331,-0.0094891484
0.5520538833,-0.0094928722
0.5521504334,-0.0094965499
0.5522469836,-0.0095001815
0.5523435338,-0.0095037670
0.5524400839,-0.0095073066
0.5525366341,-0.0095108003
0.5526331842,-0.0095142481
0.5527297344,-0.0095176501
0.5528262846,-0.0095210063
0.5529228347,-0.0095243167
0.5530193849,-0.0095275816
0.5531159350,-0.0095308008
0.5532124852,-0.0095339744
0.5533090354,-0.0095371026
0.5534055855,-0.0095401853
0.5535021357,-0.0095432226
0.5535986858,-0.0095462146
0.5536952360,-0.0095491612
0.5537917861,-0.0095520627
0.5538883363,-0.0095549189
0.5539848865,-0.0095577301
0.5540814366,-0.0095604961
0.5541779868,-0.0095632171
0.5542745369,-0.0095658932
0.5543710871,-0.0095685243
0.5544676373,-0.0095711105
0.5545641874,-0.0095736520
0.5546607376,-0.0095761487
0.5547572878,-0.0095786006
0.5548538379,-0.0095810079
0.5549503881,-0.0095833707
0.5550469382,-0.0095856888
0.5551434884,-0.0095879625
0.5552400386,-0.0095901917
0.5553365887,-0.0095923915
0.5554331389,-0.0095945514
0.5555296891,-0.0095966639
0.5556262392,-0.0095987286
0.5557227894,-0.0096007454
0.5558193396,-0.0096027139
0.5559158897,-0.0096046339
0.5560124399,-0.0096065051
0.5561089901,-0.0096083273
0.5562055402,-0.0096101002
0.5563020904,-0.0096118235
0.5563986406,-0.0096134970
0.5564951907,-0.0096151204
0.5565917409,-0.0096166935
0.5566882911,-0.0096182905
0.5567848412,-0.0096199849
0.5568813914,-0.0096217756
0.5569779416,-0.0096236613
0.5570744917,-0.0096256407
0.5571710419,-0.0096277126
0.5572675921,-0.0096298759
0.5573641422,-0.0096321292
0.5574606924,-0.0096344714
0.5575572426,-0.0096369012
0.5576537928,-0.0096394173
0.5577503429,-0.0096420187
0.5578468931,-0.0096447039
0.5579434433,-0.0096474718
0.5580399934,-0.0096503212
0.5581365436,-0.0096532509
0.5582330938,-0.0096562595
0.5583296440,-0.0096593459
0.5584261941,-0.0096625088
0.5585227443,-0.0096657471
0.5586192945,-0.0096690594
0.5587158446,-0.0096724446
0.5588123948,-0.0096759014
0.5589089450,-0.0096795127
0.5590054952,-0.0096833205
0.5591020454,-0.0096872071
0.5591985955,-0.0096911711
0.5592951457,-0.0096952115
0.5593916959,-0.0096993269
0.5594882461,-0.0097035161
0.5595847963,-0.0097077779
0.5596813465,-0.0097121111
0.5597778966,-0.0097165144
0.5598744468,-0.0097209866
0.5599709970,-0.0097255265
0.5600675472,-0.0097301329
0.5601640974,-0.0097348045
0.5602606476,-0.0097395400
0.5603571978,-0.0097443383
0.5604537480,-0.0097491981
0.5605502982,-0.0097541182
0.5606468484,-0.0097590974
0.5607433985,-0.0097641344
0.5608399487,-0.0097692280
0.5609364989,-0.0097743770
0.5610330491,-0.0097795801
0.5611295993,-0.0097848362
0.5612261495,-0.0097901439
0.5613226997,-0.0097955021
0.5614192499,-0.0098009095
0.5615158001,-0.0098063648
0.5616123503,-0.0098118670
0.5617089005,-0.0098174146
0.5618054507,-0.0098230066
0.5619020009,-0.0098286417
0.5619985511,-0.0098343185
0.5620951013,-0.0098400360
0.5621916515,-0.0098457929
0.5622882017,-0.0098515879
0.5623847519,-0.0098574199
0.5624813021,-0.0098632954
0.5625778523,-0.0098692536
0.5626744025,-0.0098752479
0.5627709528,-0.0098812772
0.5628675030,-0.0098873401
0.5629640532,-0.0098934354
0.5630606034,-0.0098995620
0.5631571536,-0.0099057186
0.5632537038,-0.0099119039
0.5633502540,-0.0099181167
0.5634468043,-0.0099243559
0.5635433545,-0.0099306201
0.5636399047,-0.0099369081
0.5637364549,-0.0099432188
0.5638330051,-0.0099495508
0.5639295553,-0.0099559030
0.5640261056,-0.0099622741
0.5641226558,-0.0099686628
0.5642192060,-0.0099750680
0.5643157562,-0.0099814885
0.5644123065,-0.0099879229
0.5645088567,-0.0099943701
0.5646054069,-0.0100008289
0.5647019571,-0.0100072979
0.5647985074,-0.0100137760
0.5648950576,-0.0100202620
0.5649916078,-0.0100267545
0.5650881581,-0.0100332525
0.5651847083,-0.0100397546
0.5652812585,-0.0100462596
0.5653778088,-0.0100527663
0.5654743590,-0.0100592735
0.5655709092,-0.0100657799
0.5656674595,-0.0100722843
0.5657640097,-0.0100787855
0.5658605599,-0.0100852822
0.5659571102,-0.0100917732
0.5660536604,-0.0100982573
0.5661502107,-0.0101048797
0.5662467609,-0.0101115211
0.5663433111,-0.0101181607
0.5664398614,-0.0101247971
0.5665364117,-0.0101314292
0.5666329619,-0.0101380557
0.5667295122,-0.0101446754
0.5668260624,-0.0101512871
0.5669226127,-0.0101578896
0.5670191629,-0.0101644815
0.5671157132,-0.0101710618
0.5672122634,-0.0101776291
0.5673088137,-0.0101841822
0.5674053640,-0.0101907199
0.5675019142,-0.0101972410
0.5675984645,-0.0102037442
0.5676950148,-0.0102102283
0.5677915650,-0.0102166921
0.5678881153,-0.0102231343
0.5679846656,-0.0102295537
0.5680812158,-0.0102359492
0.5681777661,-0.0102423193
0.5682743164,-0.0102486630
0.5683708667,-0.0102549790
0.5684674169,-0.0102612660
0.5685639672,-0.0102675229
0.5686605175,-0.0102737483
0.5687570678,-0.0102799412
0.5688536181,-0.0102861002
0.5689501683,-0.0102922240
0.5690467186,-0.0102983116
0.5691432689,-0.0103043616
0.5692398192,-0.0103103728
0.5693363695,-0.0103163440
0.5694329198,-0.0103222740
0.5695294701,-0.0103281615
0.5696260204,-0.0103340053
0.5697225706,-0.0103397788
0.5698191209,-0.0103454882
0.5699156712,-0.0103511480
0.5700122215,-0.0103567570
0.5701087718,-0.0103623140
0.5702053221,-0.0103678177
0.5703018724,-0.0103732669
0.5703984228,-0.0103786603
0.5704949731,-0.0103839968
0.5705915234,-0.0103892751
0.5706880737,-0.0103944939
0.5707846240,-0.0103996521
0.5708811743,-0.0104047484
0.5709777246,-0.0104097816
0.5710742749,-0.0104147505
0.5711708252,-0.0104196537
0.5712673756,-0.0104244902
0.5713639259,-0.0104292586
0.5714604762,-0.0104339577
0.5715570265,-0.0104385864
0.5716535768,-0.0104431433
0.5717501272,-0.0104476272
0.5718466775,-0.0104520370
0.5719432278,-0.0104563714
0.5720397781,-0.0104606290
0.5721363285,-0.0104648089
0.5722328788,-0.0104689096
0.5723294291,-0.0104729299
0.5724259795,-0.0104768687
0.5725225298,-0.0104807247
0.5726190801,-0.0104844966
0.5727156305,-0.0104881833
0.5728121808,-0.0104917835
0.5729087312,-0.0104952960
0.5730052815,-0.0104987195
0.5731018319,-0.0105020528
0.5731983822,-0.0105052948
0.5732949325,-0.0105084735
0.5733914829,-0.0105116174
0.5734880333,-0.0105146708
0.5735845836,-0.0105176324
0.5736811340,-0.0105205009
0.5737776843,-0.0105232752
0.5738742347,-0.0105259540
0.5739707851,-0.0105285361
0.5740673354,-0.0105310203
0.5741638858,-0.0105334053
0.5742604362,-0.0105356899
0.5743569865,-0.0105378728
0.5744535369,-0.0105399529
0.5745500873,-0.0105419289
0.5746466376,-0.0105437996
0.5747431880,-0.0105455637
0.5748397384,-0.0105472201
0.5749362888,-0.0105487674
0.5750328392,-0.0105502045
0.5751293895,-0.0105515301
0.5752259399,-0.0105527430
0.5753224903,-0.0105538420
0.5754190407,-0.0105548258
0.5755155911,-0.0105556932
0.5756121415,-0.0105564430
0.5757086919,-0.0105570739
0.5758052423,-0.0105575848
0.5759017927,-0.0105579743
0.5759983431,-0.0105582413
0.5760948935,-0.0105583845
0.5761914439,-0.0105584027
0.5762879943,-0.0105582947
0.5763845447,-0.0105580592
0.5764810951,-0.0105576950
0.5765776455,-0.0105571708
0.5766741959,-0.0105565062
0.5767707463,-0.0105557071
0.5768672967,-0.0105547722
0.5769638472,-0.0105537002
0.5770603976,-0.0105524900
0.5771569480,-0.0105511403
0.5772534984,-0.0105496499
0.5773500488,-0.0105480175
0.5774465993,-0.0105462420
0.5775431497,-0.0105443220
0.5776397001,-0.0105422565
0.5777362506,-0.0105400440
0.5778328010,-0.0105376835
0.5779293514,-0.0105351736
0.5780259019,-0.0105325132
0.5781224523,-0.0105297010
0.5782190028,-0.0105267358
0.5783155532,-0.0105236163
0.5784121036,-0.0105203414
0.5785086541,-0.0105169098
0.5786052045,-0.0105133202
0.5787017550,-0.0105095714
0.5787983054,-0.0105056623
0.5788948559,-0.0105015915
0.5789914063,-0.0104973579
0.5790879568,-0.0104929602
0.5791845073,-0.0104883971
0.5792810577,-0.0104836676
0.5793776082,-0.0104787702
0.5794741586,-0.0104737038
0.5795707091,-0.0104684672
0.5796672596,-0.0104630591
0.5797638100,-0.0104575092
0.5798603605,-0.0104518760
0.5799569110,-0.0104460745
0.5800534615,-0.0104401036
0.5801500120,-0.0104339620
0.5802465624,-0.0104276484
0.5803431129,-0.0104211617
0.5804396634,-0.0104145007
0.5805362139,-0.0104076640
0.5806327644,-0.0104006504
0.5807293149,-0.0103934588
0.5808258654,-0.0103860879
0.5809224159,-0.0103785364
0.5810189664,-0.0103708032
0.5811155169,-0.0103628870
0.5812120674,-0.0103547866
0.5813086179,-0.0103465007
0.5814051684,-0.0103380281
0.5815017189,-0.0103293676
0.5815982694,-0.0103205180
0.5816948199,-0.0103114779
0.5817913704,-0.0103022463
0.5818879209,-0.0102928218
0.5819844714,-0.0102832033
0.5820810219,-0.0102733895
0.5821775725,-0.0102633791
0.5822741230,-0.0102531710
0.5823706735,-0.0102427639
0.5824672240,-0.0102321566
0.5825637746,-0.0102213478
0.5826603251,-0.0102103364
0.5827568756,-0.0101991210
0.5828534261,-0.0101877005
0.5829499767,-0.0101760737
0.5830465272,-0.0101642772
0.5831430778,-0.0101522890
0.5832396283,-0.0101400939
0.5833361788,-0.0101276905
0.5834327294,-0.0101150777
0.5835292799,-0.0101022542
0.5836258305,-0.0100892187
0.5837223810,-0.0100759702
0.5838189316,-0.0100625072
0.5839154822,-0.0100488286
0.5840120327,-0.0100349332
0.5841085833,-0.0100208198
0.5842051338,-0.0100064870
0.5843016844,-0.0099919337
0.5843982350,-0.0099771587
0.5844947855,-0.0099621606
0.5845913361,-0.0099469384
0.5846878867,-0.0099314906
0.5847844372,-0.0099158163
0.5848809878,-0.0098999140
0.5849775384,-0.0098837825
0.5850740890,-0.0098674207
0.5851706396,-0.0098508273
0.5852671901,-0.0098340011
0.5853637407,-0.0098169408
0.5854602913,-0.0097996452
0.5855568419,-0.0097821130
0.5856533925,-0.0097643086
0.5857499431,-0.0097461982
0.5858464937,-0.0097277843
0.5859430443,-0.0097090689
0.5860395949,-0.0096900543
0.5861361455,-0.0096707427
0.5862326961,-0.0096511007
0.5863292467,-0.0096309999
0.5864257973,-0.0096105973
0.5865223479,-0.0095898951
0.5866188985,-0.0095688955
0.5867154491,-0.0095476007
0.5868119998,-0.0095260130
0.5869085504,-0.0095041346
0.5870051010,-0.0094819676
0.5871016516,-0.0094595144
0.5871982022,-0.0094367772
0.5872947529,-0.0094137582
0.5873913035,-0.0093904596
0.5874878541,-0.0093668836
0.5875844048,-0.0093430326
0.5876809554,-0.0093189086
0.5877775060,-0.0092945140
0.5878740567,-0.0092698509
0.5879706073,-0.0092449216
0.5880671580,-0.0092197283
0.5881637086,-0.0091942733
0.5882602593,-0.0091685587
0.5883568099,-0.0091425868
0.5884533606,-0.0091163599
0.5885499112,-0.0090898801
0.5886464619,-0.0090631497
0.5887430125,-0.0090361709
0.5888395632,-0.0090089459
0.5889361138,-0.0089814770
0.5890326645,-0.0089537663
0.5891292152,-0.0089258162
0.5892257658,-0.0088976289
0.5893223165,-0.0088692065
0.5894188672,-0.0088405513
0.5895154178,-0.0088112736
0.5896119685,-0.0087815204
0.5897085192,-0.0087515054
0.5898050699,-0.0087212309
0.5899016206,-0.0086906990
0.5899981712,-0.0086599121
0.5900947219,-0.0086288722
0.5901912726,-0.0085975817
0.5902878233,-0.0085660427
0.5903843740,-0.0085342576
0.5904809247,-0.0085022285
0.5905774754,-0.0084699576
0.5906740261,-0.0084374472
0.5907705768,-0.0084046995
0.5908671275,-0.0083717168
0.5909636782,-0.0083385012
0.5910602289,-0.0083050550
0.5911567796,-0.0082713804
0.5912533303,-0.0082374796
0.5913498810,-0.0082033550
0.5914464317,-0.0081690086
0.5915429825,-0.0081344428
0.5916395332,-0.0080996597
0.5917360839,-0.0080646616
0.5918326346,-0.0080294507
0.5919291853,-0.0079940292
0.5920257361,-0.0079583994
0.5921222868,-0.0079225635
0.5922188375,-0.0078865237
0.5923153883,-0.0078502823
0.5924119390,-0.0078138414
0.5925084897,-0.0077772034
0.5926050405,-0.0077403703
0.5927015912,-0.0077033718
0.5927981420,-0.0076664302
0.5928946927,-0.0076293161
0.5929912435,-0.0075920317
0.5930877942,-0.0075545794
0.5931843450,-0.0075169612
0.5932808957,-0.0074791795
0.5933774465,-0.0074412364
0.5934739972,-0.0074031342
0.5935705480,-0.0073648752
0.5936670987,-0.0073264614
0.5937636495,-0.0072878953
0.5938602003,-0.0072491789
0.5939567510,-0.0072103146
0.5940533018,-0.0071713045
0.5941498526,-0.0071321509
0.5942464033,-0.0070928560
0.5943429541,-0.0070534220
0.5944395049,-0.0070138512
0.5945360557,-0.0069741457
0.5946326065,-0.0069343079
0.5947291572,-0.0068943400
0.5948257080,-0.0068542441
0.5949222588,-0.0068140225
0.5950188096,-0.0067736774
0.5951153604,-0.0067332111
0.5952119112,-0.0066926258
0.5953084620,-0.0066519236
0.5954050128,-0.0066111069
0.5955015636,-0.0065701779
0.5955981144,-0.0065292887
0.5956946652,-0.0064889075
0.5957912160,-0.0064484697
0.5958877668,-0.0064079773
0.5959843176,-0.0063674326
0.5960808684,-0.0063268379
0.5961774192,-0.0062861954
0.5962739700,-0.0062455073
0.5963705208,-0.0062047758
0.5964670717,-0.0061640032
0.5965636225,-0.0061231917
0.5966601733,-0.0060823434
0.5967567241,-0.0060414608
0.5968532750,-0.0060005459
0.5969498258,-0.0059596010
0.5970463766,-0.0059186284
0.5971429275,-0.0058776302
0.5972394783,-0.0058366087
0.5973360291,-0.0057955661
0.5974325800,-0.0057545046
0.5975291308,-0.0057134265
0.5976256816,-0.0056723340
0.5977222325,-0.0056312293
0.5978187833,-0.0055901147
0.5979153342,-0.0055489923
0.5980118850,-0.0055078645
0.5981084359,-0.0054667334
0.5982049867,-0.0054256012
0.5983015376,-0.0053844702
0.5983980885,-0.0053433426
0.5984946393,-0.0053021878
0.5985911902,-0.0052609611
0.5986877410,-0.0052197374
0.5987842919,-0.0051785189
0.5988808428,-0.0051373077
0.5989773936,-0.0050961062
0.5990739445,-0.0050549166
0.5991704954,-0.0050137410
0.5992670463,-0.0049725817
0.5993635971,-0.0049314410
0.5994601480,-0.0048903210
0.5995566989,-0.0048492241
0.5996532498,-0.0048081523
0.5997498007,-0.0047671080
0.5998463516,-0.0047260934
0.5999429024,-0.0046851107
0.6000394533,-0.0046441621
0.6001360042,-0.0046032499
0.6002325551,-0.0045623763
0.6003291060,-0.0045215435
0.6004256569,-0.0044807537
0.6005222078,-0.0044400092
0.6006187587,-0.0043993121
0.6007153096,-0.0043586649
0.6008118605,-0.0043180695
0.6009084114,-0.0042775283
0.6010049623,-0.0042370436
0.6011015133,-0.0041966175
0.6011980642,-0.0041562522
0.6012946151,-0.0041159500
0.6013911660,-0.0040754875
0.6014877169,-0.0040347366
0.6015842678,-0.0039940188
0.6016808188,-0.0039533364
0.6017773697,-0.0039126915
0.6018739206,-0.0038720864
0.6019704715,-0.0038315232
0.6020670225,-0.0037910043
0.6021635734,-0.0037505319
0.6022601243,-0.0037101081
0.6023566753,-0.0036697353
0.6024532262,-0.0036294156
0.6025497772,-0.0035891512
0.6026463281,-0.0035489445
0.6027428790,-0.0035087976
0.6028394300,-0.0034687127
0.6029359809,-0.0034286921
0.6030325319,-0.0033887380
0.6031290828,-0.0033488526
0.6032256338,-0.0033090382
0.6033221847,-0.0032692970
0.6034187357,-0.0032296312
0.6035152866,-0.0031900430
0.6036118376,-0.0031505348
0.6037083886,-0.0031111085
0.6038049395,-0.0030717667
0.6039014905,-0.0030325113
0.6039980415,-0.0029933448
0.6040945924,-0.0029542692
0.6041911434,-0.0029152869
0.6042876944,-0.0028766347
0.6043842454,-0.0028383310
0.6044807963,-0.0028001577
0.6045773473,-0.0027621169
0.6046738983,-0.0027242109
0.6047704493,-0.0026864419
0.6048670002,-0.0026488122
0.6049635512,-0.0026113239
0.6050601022,-0.0025739794
0.6051566532,-0.0025367807
0.6052532042,-0.0024997303
0.6053497552,-0.0024628302
0.6054463062,-0.0024260827
0.6055428572,-0.0023894901
0.6056394082,-0.0023530546
0.6057359592,-0.0023167783
0.6058325102,-0.0022806636
0.6059290612,-0.0022447126
0.6060256122,-0.0022089276
0.6061221632,-0.0021733108
0.6062187142,-0.0021378644
0.6063152652,-0.0021025907
0.6064118162,-0.0020674919
0.6065083672,-0.0020325701
0.6066049182,-0.0019978278
0.6067014693,-0.0019632670
0.6067980203,-0.0019288900
0.6068945713,-0.0018946990
0.6069911223,-0.0018606963
0.6070876733,-0.0018268840
0.6071842244,-0.0017936301
0.6072807754,-0.0017608380
0.6073773264,-0.0017282824
0.6074738774,-0.0016959656
0.6075704285,-0.0016638898
0.6076669795,-0.0016320572
0.6077635305,-0.0016004701
0.6078600816,-0.0015691307
0.6079566326,-0.0015380412
0.6080531837,-0.0015072038
0.6081497347,-0.0014766208
0.6082462857,-0.0014462944
0.6083428368,-0.0014162268
0.6084393878,-0.0013864202
0.6085359389,-0.0013568770
0.6086324899,-0.0013275992
0.6087290410,-0.0012985892
0.6088255920,-0.0012698491
0.6089221431,-0.0012413813
0.6090186941,-0.0012131878
0.6091152452,-0.0011852710
0.6092117963,-0.0011576330
0.6093083473,-0.0011302762
0.6094048984,-0.0011032027
0.6095014495,-0.0010764147
0.6095980005,-0.0010499145
0.6096945516,-0.0010237043
0.6097911027,-0.0009977864
0.6098876537,-0.0009721629
0.6099842048,-0.0009468361
0.6100807559,-0.0009216733
0.6101773070,-0.0008967403
0.6102738580,-0.0008720912
0.6103704091,-0.0008477277
0.6104669602,-0.0008236513
0.6105635113,-0.0007998636
0.6106600624,-0.0007763663
0.6107566135,-0.0007531610
0.6108531645,-0.0007302492
0.6109497156,-0.0007076326
0.6110462667,-0.0006853128
0.6111428178,-0.0006632915
0.6112393689,-0.0006415701
0.6113359200,-0.0006201504
0.6114324711,-0.0005990340
0.6115290222,-0.0005782224
0.6116255733,-0.0005577173
0.6117221244,-0.0005375202
0.6118186755,-0.0005176329
0.6119152266,-0.0004980569
0.6120117777,-0.0004787938
0.6121083288,-0.0004598452
0.6122048799,-0.0004412127
0.6123014310,-0.0004228980
0.6123979822,-0.0004049027
0.6124945333,-0.0003872284
0.6125910844,-0.0003698766
0.6126876355,-0.0003528491
0.6127841866,-0.0003361473
0.6128807377,-0.0003197730
0.6129772889,-0.0003034163
0.6130738400,-0.0002873009
0.6131703911,-0.0002714998
0.6132669422,-0.0002560153
0.6133634934,-0.0002408496
0.6134600445,-0.0002260049
0.6135565956,-0.0002114835
0.6136531467,-0.0001972875
0.6137496979,-0.0001834192
0.6138462490,-0.0001698809
0.6139428002,-0.0001566747
0.6140393513,-0.0001438029
0.6141359024,-0.0001312677
0.6142324536,-0.0001190713
0.6143290047,-0.0001072160
0.6144255559,-0.0000957040
0.6145221070,-0.0000845375
0.6146186582,-0.0000736947
0.6147152093,-0.0000631514
0.6148117605,-0.0000529062
0.6149083116,-0.0000429576
0.6150048628,-0.0000333044
0.6151014139,-0.0000239451
0.6151979651,-0.0000148783
0.6152945162,-0.0000061027
0.6153910674,0.0000023832
0.6154876186,0.0000105807
0.6155841697,0.0000184912
0.6156807209,0.0000261161
0.6157772720,0.0000334568
0.6158738232,0.0000406980
0.6159703744,0.0000476878
0.6160669256,0.0000544107
0.6161634767,0.0000608679
0.6162600279,0.0000670609
0.6163565791,0.0000729910
0.6164531302,0.0000786596
0.6165496814,0.0000840682
0.6166462326,0.0000892181
0.6167427838,0.0000941107
0.6168393350,0.0000987473
0.6169358861,0.0001031294
0.6170324373,0.0001072584
0.6171289885,0.0001111356
0.6172255397,0.0001147624
0.6173220909,0.0001181402
0.6174186421,0.0001212705
0.6175151933,0.0001241545
0.6176117445,0.0001267936
0.6177082956,0.0001291894
0.6178048468,0.0001313430
0.6179013980,0.0001332560
0.6179979492,0.0001349298
0.6180945004,0.0001363656
0.6181910516,0.0001375649
0.6182876028,0.0001385290
0.6183841540,0.0001392595
0.6184807052,0.0001397576
0.6185772565,0.0001400247
0.6186738077,0.0001400672
0.6187703589,0.0001402624
0.6188669101,0.0001402558
0.6189634613,0.0001400488
0.6190600125,0.0001396426
0.6191565637,0.0001390388
0.6192531149,0.0001382386
0.6193496661,0.0001372435
0.6194462174,0.0001360549
0.6195427686,0.0001346742
0.6196393198,0.0001331027
0.6197358710,0.0001313418
0.6198324222,0.0001293929
0.6199289735,0.0001272574
0.6200255247,0.0001249367
0.6201220759,0.0001224322
0.6202186271,0.0001197452
0.6203151784,0.0001168772
0.6204117296,0.0001138295
0.6205082808,0.0001106035
0.6206048321,0.0001072006
0.6207013833,0.0001036222
0.6207979345,0.0000998697
0.6208944858,0.0000959445
0.6209910370,0.0000918478
0.6210875882,0.0000875813
0.6211841395,0.0000831461
0.6212806907,0.0000785438
0.6213772420,0.0000737756
0.6214737932,0.0000688430
0.6215703444,0.0000637474
0.6216668957,0.0000584901
0.6217634469,0.0000530726
0.6218599982,0.0000474962
0.6219565494,0.0000417623
0.6220531007,0.0000358723
0.6221496519,0.0000298276
0.6222462032,0.0000236296
0.6223427545,0.0000172796
0.6224393057,0.0000107791
0.6225358570,0.0000041293
0.6226324082,-0.0000026682
0.6227289595,-0.0000096121
0.6228255108,-0.0000167010
0.6229220620,-0.0000239335
0.6230186133,-0.0000313083
0.6231151645,-0.0000388239
0.6232117158,-0.0000464790
0.6233082671,-0.0000542722
0.6234048183,-0.0000622021
0.6235013696,-0.0000702673
0.6235979209,-0.0000784664
0.6236944722,-0.0000867980
0.6237910234,-0.0000952608
0.6238875747,-0.0001038534
0.6239841260,-0.0001125743
0.6240806773,-0.0001214222
0.6241772286,-0.0001303957
0.6242737798,-0.0001394935
0.6243703311,-0.0001487141
0.6244668824,-0.0001582897
0.6245634337,-0.0001688562
0.6246599850,-0.0001795774
0.6247565362,-0.0001904519
0.6248530875,-0.0002014784
0.6249496388,-0.0002126555
0.6250461901,-0.0002239818
0.6251427414,-0.0002354560
0.6252392927,-0.0002470765
0.6253358440,-0.0002588421
0.6254323953,-0.0002707513
0.6255289466,-0.0002828029
0.6256254979,-0.0002949953
0.6257220491,-0.0003073271
0.6258186004,-0.0003197971
0.6259151517,-0.0003324039
0.6260117030,-0.0003451459
0.6261082543,-0.0003580219
0.6262048056,-0.0003710305
0.6263013569,-0.0003841703
0.6263979082,-0.0003974398
0.6264944596,-0.0004108378
0.6265910109,-0.0004243628
0.6266875622,-0.0004380134
0.6267841135,-0.0004517882
0.6268806648,-0.0004656859
0.6269772161,-0.0004797051
0.6270737674,-0.0004938444
0.6271703187,-0.0005081023
0.6272668700,-0.0005224776
0.6273634213,-0.0005369689
0.6274599727,-0.0005515746
0.6275565240,-0.0005662935
0.6276530753,-0.0005811242
0.6277496266,-0.0005960653
0.6278461779,-0.0006111153
0.6279427293,-0.0006262730
0.6280392806,-0.0006415369
0.6281358319,-0.0006569057
0.6282323832,-0.0006723778
0.6283289346,-0.0006879521
0.6284254859,-0.0007036270
0.6285220372,-0.0007194013
0.6286185885,-0.0007352734
0.6287151399,-0.0007512420
0.6288116912,-0.0007673058
0.6289082425,-0.0007834634
0.6290047939,-0.0007997132
0.6291013452,-0.0008160541
0.6291978965,-0.0008324846
0.6292944479,-0.0008490032
0.6293909992,-0.0008656087
0.6294875506,-0.0008822996
0.6295841019,-0.0008990746
0.6296806533,-0.0009159322
0.6297772046,-0.0009328710
0.6298737559,-0.0009498898
0.6299703073,-0.0009669871
0.6300668586,-0.0009841614
0.6301634100,-0.0010014115
0.6302599613,-0.0010199230
0.6303565127,-0.0010402248
0.6304530640,-0.0010606925
0.6305496154,-0.0010813246
0.6306461667,-0.0011021198
0.6307427181,-0.0011230766
0.6308392694,-0.0011441937
0.6309358208,-0.0011654697
0.6310323721,-0.0011869031
0.6311289235,-0.0012084927
0.6312254748,-0.0012302370
0.6313220262,-0.0012521347
0.6314185776,-0.0012741843
0.6315151289,-0.0012963844
0.6316116803,-0.0013187338
0.6317082316,-0.0013412309
0.6318047830,-0.0013638744
0.6319013344,-0.0013866630
0.6319978857,-0.0014095952
0.6320944371,-0.0014326696
0.6321909884,-0.0014558850
0.6322875398,-0.0014792397
0.6323840912,-0.0015027326
0.6324806425,-0.0015263622
0.6325771939,-0.0015501271
0.6326737453,-0.0015740259
0.6327702967,-0.0015980572
0.6328668480,-0.0016222198
0.6329633994,-0.0016465121
0.6330599508,-0.0016709327
0.6331565021,-0.0016954804
0.6332530535,-0.0017201537
0.6333496049,-0.0017449512
0.6334461563,-0.0017698716
0.6335427077,-0.0017949134
0.6336392590,-0.0018202388
0.6337358104,-0.0018460686
0.6338323618,-0.0018720457
0.6339289132,-0.0018981686
0.6340254646,-0.0019244359
0.6341220159,-0.0019508463
0.6342185673,-0.0019773983
0.6343151187,-0.0020040906
0.6344116701,-0.0020309218
0.6345082215,-0.0020578905
0.6346047729,-0.0020849954
0.6347013243,-0.0021122349
0.6347978757,-0.0021396078
0.6348944270,-0.0021671126
0.6349909784,-0.0021947481
0.6350875298,-0.0022225127
0.6351840812,-0.0022504051
0.6352806326,-0.0022784239
0.6353771840,-0.0023065677
0.6354737354,-0.0023348352
0.6355702868,-0.0023632249
0.6356668382,-0.0023917355
0.6357633896,-0.0024203656
0.6358599410,-0.0024491138
0.6359564924,-0.0024779787
0.6360530438,-0.0025069589
0.6361495952,-0.0025360530
0.6362461466,-0.0025652597
0.6363426980,-0.0025945776
0.6364392494,-0.0026240052
0.6365358008,-0.0026535412
0.6366323522,-0.0026831843
0.6367289036,-0.0027129329
0.6368254550,-0.0027427858
0.6369220065,-0.0027727415
0.6370185579,-0.0028027051
0.6371151093,-0.0028323767
0.6372116607,-0.0028621205
